Revised Product Name,Product category,Sub category,MRP,VAT,Maalgaadi Cost price,Maalgaadi Price,Customer Discount,Customer Discount %,Description
HALDIRAMS THANDAI 700ML,Beverages,Crush/ Juices/Squash,220,5,189,214,6,3%,"Buy HALDIRAMS THANDAI 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KDD HARVEST PERF MIXFRUIT 200ML,Beverages,Crush/ Juices/Squash,20,5,17.85,19.5,0.5,3%,"Buy KDD HARVEST PERF MIXFRUIT 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KDD HARVEST PERFECT ORANGE 1LTR,Beverages,Crush/ Juices/Squash,85,5,62.22,80,5,6%,"Buy KDD HARVEST PERFECT ORANGE 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KDD HARVEST PERFECT PINEAPPLE 1 LTR,Beverages,Crush/ Juices/Squash,85,5,62.22,80,5,6%,"Buy KDD HARVEST PERFECT PINEAPPLE 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KDD HARVEST RICH GUAVA 1LTR,Beverages,Crush/ Juices/Squash,85,5,72.25,82,3,4%,"Buy KDD HARVEST RICH GUAVA 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KDD HARVEST RICH GUAVA 200ML,Beverages,Crush/ Juices/Squash,20,5,17.85,19.5,0.5,3%,"Buy KDD HARVEST RICH GUAVA 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KDD HARVEST RICH MANGO 1 LTR,Beverages,Crush/ Juices/Squash,85,5,72.25,82,3,4%,"Buy KDD HARVEST RICH MANGO 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KDD HARVEST RICH MANGO 200ML,Beverages,Crush/ Juices/Squash,20,5,17.85,19.5,0.5,3%,"Buy KDD HARVEST RICH MANGO 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KDD HARVEST TRUE APPLE 100% JUICE1LTR,Beverages,Crush/ Juices/Squash,99,5,84.15,96,3,3%,"Buy KDD HARVEST TRUE APPLE 100% JUICE1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KDD HARVEST TRUE ORANGE 100% JUICE 1LTR,Beverages,Crush/ Juices/Squash,99,5,82.17,95,4,4%,"Buy KDD HARVEST TRUE ORANGE 100% JUICE 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KDD HARVEST TRUE ORANGE 100% JUICE 200ML,Beverages,Crush/ Juices/Squash,22,5,18.7,21.5,0.5,2%,"Buy KDD HARVEST TRUE ORANGE 100% JUICE 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MALA BLUE CURACOVA 700ML,Beverages,Crush/ Juices/Squash,150,5,118.5,144,6,4%,"Buy MALA BLUE CURACOVA 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MALA JEERA MASALA CORDIAL 700ML,Beverages,Crush/ Juices/Squash,99,5,78.21,94,5,5%,"Buy MALA JEERA MASALA CORDIAL 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MALA LITCHI CRUSH 700ML,Beverages,Crush/ Juices/Squash,125,5,98.75,119,6,5%,"Buy MALA LITCHI CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MALA PINEAPPLE CRUSH 700ML,Beverages,Crush/ Juices/Squash,110,5,86.9,105,5,5%,"Buy MALA PINEAPPLE CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MALA ROSE SYRUP 700ML,Beverages,Crush/ Juices/Squash,105,5,82.95,97,8,8%,"Buy MALA ROSE SYRUP 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MALA STRAWBERRY SQUASH 700ML,Beverages,Crush/ Juices/Squash,95,5,75.05,90,5,5%,"Buy MALA STRAWBERRY SQUASH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO ALPHO MANGO CRUSH 700ML,Beverages,Crush/ Juices/Squash,180,5,147.6,174,6,3%,"Buy MAPRO ALPHO MANGO CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO CITRUS BLUE SYRUP 700ML,Beverages,Crush/ Juices/Squash,180,5,147.6,174,6,3%,"Buy MAPRO CITRUS BLUE SYRUP 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO KHUS SYRUP 700ML,Beverages,Crush/ Juices/Squash,126,5,110.7,123,3,2%,"Buy MAPRO KHUS SYRUP 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO KIWI CRUSH 700ML,Beverages,Crush/ Juices/Squash,180,5,147.6,174,6,3%,"Buy MAPRO KIWI CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO KOKUM CRUSH 700ML,Beverages,Crush/ Juices/Squash,126,5,103.32,116,10,8%,"Buy MAPRO KOKUM CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO LEMON BARLEY 700ML,Beverages,Crush/ Juices/Squash,108,5,88.56,103,5,5%,"Buy MAPRO LEMON BARLEY 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO LEMON GINGER SQUASH,Beverages,Crush/ Juices/Squash,108,5,88.56,103,5,5%,"Buy MAPRO LEMON GINGER SQUASH, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO LICHEE CRUSH 700ML,Beverages,Crush/ Juices/Squash,126,5,103.32,116,10,8%,"Buy MAPRO LICHEE CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO LIMBUTIMBU SQUSH700ML,Beverages,Crush/ Juices/Squash,108,5,88.56,103,5,5%,"Buy MAPRO LIMBUTIMBU SQUSH700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO MAHAKOOL SYRUP 700ML,Beverages,Crush/ Juices/Squash,126,5,95.94,120,6,5%,"Buy MAPRO MAHAKOOL SYRUP 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO MANGO CRUSH 700ML,Beverages,Crush/ Juices/Squash,126,5,103.32,116,10,8%,"Buy MAPRO MANGO CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO ORANGE CRUSH 700ML,Beverages,Crush/ Juices/Squash,126,5,103.32,116,10,8%,"Buy MAPRO ORANGE CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO PEACH&APRICOT CRUSH700ML,Beverages,Crush/ Juices/Squash,180,5,147.6,174,6,3%,"Buy MAPRO PEACH&APRICOT CRUSH700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO PINEAPPLE CRUSH 700ML,Beverages,Crush/ Juices/Squash,126,5,103.32,116,10,8%,"Buy MAPRO PINEAPPLE CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO RAW MANGO CRUSH 700ML,Beverages,Crush/ Juices/Squash,126,5,103.32,116,10,8%,"Buy MAPRO RAW MANGO CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO ROSE SYRUP 700ML,Beverages,Crush/ Juices/Squash,126,5,102.79,121,5,4%,"Buy MAPRO ROSE SYRUP 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO SANTRA MANTRA SQUASH,Beverages,Crush/ Juices/Squash,108,5,88.56,103,5,5%,"Buy MAPRO SANTRA MANTRA SQUASH, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO STRAWBERRY CRUSH 700ML,Beverages,Crush/ Juices/Squash,126,5,103.32,116,10,8%,"Buy MAPRO STRAWBERRY CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO STRAWBERRY CRUSH WHL 1000ML,Beverages,Crush/ Juices/Squash,216,5,177.12,207,9,4%,"Buy MAPRO STRAWBERRY CRUSH WHL 1000ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO STRAWBERRY SQUASH,Beverages,Crush/ Juices/Squash,108,5,88.56,103,5,5%,"Buy MAPRO STRAWBERRY SQUASH, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO STRAWBERRY SYRUP 700ML,Beverages,Crush/ Juices/Squash,126,5,95.94,120,6,5%,"Buy MAPRO STRAWBERRY SYRUP 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MAPRO THANDAI CRUSH 700ML,Beverages,Crush/ Juices/Squash,180,5,158.14,175,5,3%,"Buy MAPRO THANDAI CRUSH 700ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NIMBOOZ PET 350ML,Beverages,Crush/ Juices/Squash,20,5,18.6,20,0,0%,"Buy NIMBOOZ PET 350ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ONJUS CHERRY BERRY 1 LTR,Beverages,Crush/ Juices/Squash,85,5,69.7,82,3,4%,"Buy ONJUS CHERRY BERRY 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ONJUS GUAVA 1 LTR,Beverages,Crush/ Juices/Squash,80,5,65.6,77,3,4%,"Buy ONJUS GUAVA 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ONJUS MANGO 1 LTR,Beverages,Crush/ Juices/Squash,80,5,65.6,77,3,4%,"Buy ONJUS MANGO 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ONJUS MIXED FRUIT JUICE 1 LTR,Beverages,Crush/ Juices/Squash,80,5,65,77,3,4%,"Buy ONJUS MIXED FRUIT JUICE 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ONJUS ORANGE JUICE 1 LTRS,Beverages,Crush/ Juices/Squash,80,5,65,77,3,4%,"Buy ONJUS ORANGE JUICE 1 LTRS, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ORGANIC MANGO 1LTR,Beverages,Crush/ Juices/Squash,95,5,54.66,86,9,9%,"Buy ORGANIC MANGO 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
RAJ KOKUM 1 LTRS CAN,Beverages,Crush/ Juices/Squash,140,5,112,134,6,4%,"Buy RAJ KOKUM 1 LTRS CAN, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL ACTIV FIBER+MULTI FRUIT 1LTR,Beverages,Crush/ Juices/Squash,105,5,91.35,102,3,3%,"Buy REAL ACTIV FIBER+MULTI FRUIT 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL ACTIVE APPLE 1LTR,Beverages,Crush/ Juices/Squash,99,5,86.13,96,3,3%,"Buy REAL ACTIVE APPLE 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL ACTIVE MIXED FRUIT+BEETROOT+CARROT 1LTR,Beverages,Crush/ Juices/Squash,99,5,86.13,96,3,3%,"Buy REAL ACTIVE MIXED FRUIT+BEETROOT+CARROT 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL ACTIVE MIXED FRUIT+CUCUMBER+SPI 1 LTR,Beverages,Crush/ Juices/Squash,99,5,86.13,96,3,3%,"Buy REAL ACTIVE MIXED FRUIT+CUCUMBER+SPI 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL ACTIVE ORANGE+CARROT 1 LTR,Beverages,Crush/ Juices/Squash,99,5,66.13,90,9,9%,"Buy REAL ACTIVE ORANGE+CARROT 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL ACTIVE POMEGRANATE-BERRY 1LTR,Beverages,Crush/ Juices/Squash,99,5,86.13,96,3,3%,"Buy REAL ACTIVE POMEGRANATE-BERRY 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL ALPHONSO MANGO 200ML,Beverages,Crush/ Juices/Squash,14,5,11.9,13.5,0.5,4%,"Buy REAL ALPHONSO MANGO 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL APPLE NECTAR 1 LTR,Beverages,Crush/ Juices/Squash,85,5,73.95,82,3,4%,"Buy REAL APPLE NECTAR 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL CRANBERRY 1LTR,Beverages,Crush/ Juices/Squash,95,5,82.65,92,3,3%,"Buy REAL CRANBERRY 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL FRUIT POWER PLUM 1 LTR,Beverages,Crush/ Juices/Squash,85,5,73.95,82,3,4%,"Buy REAL FRUIT POWER PLUM 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL GRAPE 1LTR,Beverages,Crush/ Juices/Squash,85,5,73.95,82,3,4%,"Buy REAL GRAPE 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL GUAVA 1LTR,Beverages,Crush/ Juices/Squash,90,5,76.5,87,3,3%,"Buy REAL GUAVA 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL GUAVA 200ML,Beverages,Crush/ Juices/Squash,20,5,17.4,19.5,0.5,3%,"Buy REAL GUAVA 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL LICHEE 1LTR,Beverages,Crush/ Juices/Squash,85,5,73.95,82,3,4%,"Buy REAL LICHEE 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL LITCHI 200ML,Beverages,Crush/ Juices/Squash,20,5,17,19.5,0.5,3%,"Buy REAL LITCHI 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL MANGO 1LTR,Beverages,Crush/ Juices/Squash,85,5,73.95,82,3,4%,"Buy REAL MANGO 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL MANGO 200ML,Beverages,Crush/ Juices/Squash,18,5,15.66,17.5,0.5,3%,"Buy REAL MANGO 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL MIXED FRUIT 1LTR,Beverages,Crush/ Juices/Squash,90,5,76.5,87,3,3%,"Buy REAL MIXED FRUIT 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL MIXED FRUIT 200ML,Beverages,Crush/ Juices/Squash,20,5,17,19.5,0.5,3%,"Buy REAL MIXED FRUIT 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL ORANGE 1LTR,Beverages,Crush/ Juices/Squash,85,5,73.95,82,3,4%,"Buy REAL ORANGE 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL ORANGE 1LTR PACK OF 12,Beverages,Crush/ Juices/Squash,1020,5,867,1002,18,2%,"Buy REAL ORANGE 1LTR PACK OF 12, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL ORANGE 200ML,Beverages,Crush/ Juices/Squash,20,5,17.4,19.5,0.5,3%,"Buy REAL ORANGE 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL PINEAPPLE 1LTR,Beverages,Crush/ Juices/Squash,85,5,73.95,82,3,4%,"Buy REAL PINEAPPLE 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL PINEAPPLE 200ML,Beverages,Crush/ Juices/Squash,20,5,17.4,19.5,0.5,3%,"Buy REAL PINEAPPLE 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL POMEGRANATE NECTAR 1 LTR,Beverages,Crush/ Juices/Squash,99,5,84.15,96,3,3%,"Buy REAL POMEGRANATE NECTAR 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
REAL TOMATO 1LTR,Beverages,Crush/ Juices/Squash,85,5,73.95,82,3,4%,"Buy REAL TOMATO 1LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SHARBAT ROOH AFZA 750 ML PACK OF 12,Beverages,Crush/ Juices/Squash,1500,5,1327.5,1482,18,1%,"Buy SHARBAT ROOH AFZA 750 ML PACK OF 12, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TANG LEMON FLAVOR 200G,Beverages,Crush/ Juices/Squash,48,12.5,43.64,47,1,2%,"Buy TANG LEMON FLAVOR 200G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TANG LEMON FLAVOR 500G,Beverages,Crush/ Juices/Squash,98,12.5,89.09,96,2,2%,"Buy TANG LEMON FLAVOR 500G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TANG MANGO FLAVOUR 500G,Beverages,Crush/ Juices/Squash,98,12.5,89.09,96,2,2%,"Buy TANG MANGO FLAVOUR 500G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TANG ORANGE FLAVOR 200G,Beverages,Crush/ Juices/Squash,48,12.5,43.64,47,1,2%,"Buy TANG ORANGE FLAVOR 200G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TANG ORANGE FLAVOR 500G,Beverages,Crush/ Juices/Squash,98,12.5,89.09,96,2,2%,"Buy TANG ORANGE FLAVOR 500G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TANG ORANGE FLAVOR 750G,Beverages,Crush/ Juices/Squash,145,12.5,131.82,142,3,2%,"Buy TANG ORANGE FLAVOR 750G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA 100% APPLE 1 LTR,Beverages,Crush/ Juices/Squash,99,5,86.13,96,3,3%,"Buy TROPICANA 100% APPLE 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA 100% APPLE 200ML,Beverages,Crush/ Juices/Squash,25,5,21.75,24.5,0.5,2%,"Buy TROPICANA 100% APPLE 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA 100% MIXED FRUIT 1 LTR,Beverages,Crush/ Juices/Squash,99,5,86.13,96,3,3%,"Buy TROPICANA 100% MIXED FRUIT 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA 100% ORANGE 1 LTR,Beverages,Crush/ Juices/Squash,99,5,86.13,96,3,3%,"Buy TROPICANA 100% ORANGE 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA 100% ORANGE 200ML,Beverages,Crush/ Juices/Squash,25,5,21.75,24.5,0.5,2%,"Buy TROPICANA 100% ORANGE 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA GUAVA 1 LTR,Beverages,Crush/ Juices/Squash,85,5,73.95,82,3,4%,"Buy TROPICANA GUAVA 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA GUAVA 200ML,Beverages,Crush/ Juices/Squash,20,5,17.4,19.5,0.5,3%,"Buy TROPICANA GUAVA 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA JUICY APPLE 1 LTR,Beverages,Crush/ Juices/Squash,85,5,76.56,83,2,2%,"Buy TROPICANA JUICY APPLE 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA JUICY APPLE 200ML,Beverages,Crush/ Juices/Squash,18,5,15.66,17.5,0.5,3%,"Buy TROPICANA JUICY APPLE 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA JUICY ORANGE 1 LTR,Beverages,Crush/ Juices/Squash,85,5,73.95,82,3,4%,"Buy TROPICANA JUICY ORANGE 1 LTR, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TROPICANA JUICY ORANGE 200ML,Beverages,Crush/ Juices/Squash,20,5,17.4,19.5,0.5,3%,"Buy TROPICANA JUICY ORANGE 200ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
